,,,,,,Rk,Player,Nation,Position,Squad,Competition,Age,Year of birth,Matches Played,Starts,Minutes,90s Played,Goals Against,Goals Against/90,Shots on Target Against,Saves,Save Percentage,Wins,Draws,Losses,Clean Sheets,Clean Sheet Percentage
54,Ederson,br BRA,GK,Manchester City,eng Premier League,27,1993,37,37,"3,330",37.0,26,0.70,83,57,69.9,28,6,3,20,54.1,1,1,0,0,0.0,Matches
55,Aarón Escandell,es ESP,GK,Granada,es La Liga,25,1995,4,3,284,3.2,6,1.90,16,10,75.0,0,2,1,1,33.3,2,2,0,0,0.0,Matches
56,Michael Esser,de GER,GK,Bochum,de Bundesliga,33,1987,3,3,270,3.0,7,2.33,21,14,76.2,2,0,1,0,0.0,2,2,0,0,0.0,Matches
57,Łukasz Fabiański,pl POL,GK,West Ham,eng Premier League,36,1985,37,37,"3,330",37.0,50,1.35,162,111,70.4,16,8,13,8,21.6,6,2,3,1,60.0,Matches
58,Wladimiro Falcone,it ITA,GK,Sampdoria,it Serie A,26,1995,10,9,855,9.5,14,1.47,54,41,75.9,2,1,6,2,22.2,1,1,0,0,0.0,Matches
59,Wuilker Faríñez,ve VEN,GK,Lens,fr Ligue 1,23,1998,13,11,"1,105",12.3,15,1.22,45,30,68.9,7,3,1,3,27.3,1,1,0,0,0.0,Matches
60,Aitor Fernández,es ESP,GK,Levante,es La Liga,30,1991,13,13,"1,166",13.0,29,2.24,81,51,65.4,1,5,7,2,15.4,2,1,1,0,50.0,Matches
61,Álvaro Fernández,es ESP,GK,Brentford,eng Premier League,23,1998,12,12,"1,080",12.0,24,2.00,69,47,66.7,3,2,7,1,8.3,1,1,0,0,0.0,Matches
62,Vincenzo Fiorillo,it ITA,GK,Salernitana,it Serie A,31,1990,1,1,90,1.0,5,5.00,8,3,37.5,0,0,1,0,0.0,0,0,0,0,,Matches
63,Mark Flekken,nl NED,GK,Freiburg,de Bundesliga,28,1993,32,32,"2,880",32.0,39,1.22,141,103,73.8,15,9,8,10,31.3,2,2,0,0,0.0,Matches
64,Fraser Forster,eng ENG,GK,Southampton,eng Premier League,33,1988,19,19,"1,710",19.0,35,1.84,101,68,67.3,6,5,8,3,15.8,2,2,0,0,0.0,Matches
65,Ben Foster,eng ENG,GK,Watford,eng Premier League,38,1983,26,26,"2,340",26.0,49,1.88,116,67,60.3,5,5,16,4,15.4,4,3,1,0,25.0,Matches
66,Christian Früchtl,de GER,GK,Bayern Munich,de Bundesliga,21,2000,1,0,10,0.1,0,0.00,0,0,,0,0,0,0,,0,0,0,0,,Matches
67,Marius Funk,de GER,GK,Greuther Fürth,de Bundesliga,25,1996,8,8,720,8.0,30,3.75,54,26,48.1,0,0,8,0,0.0,2,2,0,0,0.0,Matches
68,Gauthier Gallon,fr FRA,GK,Troyes,fr Ligue 1,28,1993,31,31,"2,790",31.0,45,1.45,135,92,72.6,8,8,15,8,25.8,8,8,0,0,0.0,Matches
69,Joan García,es ESP,GK,Espanyol,es La Liga,20,2001,2,1,108,1.2,3,2.50,3,0,0.0,0,0,1,0,0.0,0,0,0,0,,Matches
70,David de Gea,es ESP,GK,Manchester Utd,eng Premier League,30,1990,38,38,"3,420",38.0,57,1.50,180,124,70.0,16,10,12,8,21.1,5,3,2,0,40.0,Matches
71,Luca Gemello,it ITA,GK,Torino,it Serie A,21,2000,1,1,90,1.0,0,0.00,3,3,100.0,1,0,0,1,100.0,0,0,0,0,,Matches
72,Rafał Gikiewicz,pl POL,GK,Augsburg,de Bundesliga,33,1987,34,34,"3,060",34.0,56,1.65,156,102,67.3,10,8,16,9,26.5,5,5,0,0,0.0,Matches
73,Alfred Gomis,sn SEN,GK,Rennes,fr Ligue 1,27,1993,25,25,"2,250",25.0,25,1.00,67,43,68.7,14,5,6,10,40.0,4,4,0,0,0.0,Matches
74,Jens Grahl,de GER,GK,Eint Frankfurt,de Bundesliga,32,1988,1,1,90,1.0,2,2.00,4,2,50.0,0,0,1,0,0.0,0,0,0,0,,Matches
75,Ivo Grbić,hr CRO,GK,Lille,fr Ligue 1,25,1996,21,21,"1,890",21.0,28,1.33,85,58,69.4,8,7,6,2,9.5,2,2,0,0,0.0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%,Matches
76,Etienne Green,eng ENG,GK,Saint-Étienne,fr Ligue 1,21,2000,15,15,"1,197",13.3,27,2.03,67,42,61.2,2,5,8,1,6.7,1,1,0,0,0.0,Matches
77,Dominik Greif,sk SVK,GK,Mallorca,es La Liga,24,1997,1,1,90,1.0,3,3.00,6,3,50.0,0,0,1,0,0.0,0,0,0,0,,Matches
78,Lennart Grill,de GER,GK,Leverkusen,de Bundesliga,22,1999,1,1,90,1.0,2,2.00,6,5,66.7,1,0,0,0,0.0,0,0,0,0,,Matches
79,Vicente Guaita,es ESP,GK,Crystal Palace,eng Premier League,34,1987,30,30,"2,655",29.5,33,1.12,116,83,74.1,9,11,10,11,36.7,3,3,0,0,0.0,Matches
80,Péter Gulácsi,hu HUN,GK,RB Leipzig,de Bundesliga,31,1990,33,33,"2,967",33.0,34,1.03,111,78,72.1,17,7,9,9,27.3,3,3,0,0,0.0,Matches
81,Angus Gunn,sct SCO,GK,Norwich City,eng Premier League,25,1996,9,9,810,9.0,22,2.44,57,34,64.9,1,2,6,1,11.1,4,2,1,1,33.3,Matches
82,Samir Handanović,si SVN,GK,Inter,it Serie A,37,1984,37,37,"3,330",37.0,30,0.81,124,95,79.0,25,9,3,15,40.5,4,4,0,0,0.0,Matches
83,Wayne Hennessey,wls WAL,GK,Burnley,eng Premier League,34,1987,2,2,180,2.0,6,3.00,13,8,53.8,0,0,2,0,0.0,0,0,0,0,,Matches
84,Sergio Herrera,es ESP,GK,Osasuna,es La Liga,28,1993,36,36,"3,240",36.0,48,1.33,147,97,70.1,12,10,14,12,33.3,7,4,3,0,42.9,Matches
85,Marwin Hitz,ch SUI,GK,Dortmund,de Bundesliga,33,1987,5,4,405,4.5,12,2.67,25,13,60.0,1,0,3,0,0.0,2,2,0,0,0.0,Matches
86,Timo Horn,de GER,GK,Köln,de Bundesliga,28,1993,13,13,"1,170",13.0,21,1.62,56,36,62.5,4,6,3,1,7.7,0,0,0,0,,Matches
87,Lukáš Hrádecký,fi FIN,GK,Leverkusen,de Bundesliga,31,1989,32,32,"2,880",32.0,44,1.37,154,109,72.7,17,7,8,8,25.0,4,2,1,1,33.3,Matches
88,Léo Jardim,br BRA,GK,Lille,fr Ligue 1,26,1995,17,17,"1,530",17.0,20,1.18,66,47,75.8,6,6,5,8,47.1,4,4,0,0,0.0,Matches
89,Stefanos Kapino,gr GRE,GK,Arminia,de Bundesliga,27,1994,1,1,90,1.0,0,0.00,4,4,100.0,1,0,0,1,100.0,0,0,0,0,,Matches
90,Eiji Kawashima,jp JPN,GK,Strasbourg,fr Ligue 1,38,1983,1,1,90,1.0,0,0.00,1,1,100.0,1,0,0,1,100.0,0,0,0,0,,Matches
91,Caoimhín Kelleher,ie IRL,GK,Liverpool,eng Premier League,22,1998,2,2,180,2.0,2,1.00,8,6,75.0,1,1,0,1,50.0,0,0,0,0,,Matches
92,Kristoffer Klaesson,no NOR,GK,Leeds United,eng Premier League,20,2000,1,0,36,0.4,0,0.00,4,4,100.0,0,0,0,0,,0,0,0,0,,Matches
93,Gregor Kobel,ch SUI,GK,Dortmund,de Bundesliga,23,1997,29,29,"2,565",28.5,39,1.37,110,73,67.3,20,3,6,7,24.1,3,3,0,0,0.0,Matches
94,Tim Krul,nl NED,GK,Norwich City,eng Premier League,33,1988,29,29,"2,610",29.0,62,2.14,165,105,66.7,4,5,20,5,17.2,8,7,0,1,0.0,Matches
95,Alban Lafont,fr FRA,GK,Nantes,fr Ligue 1,22,1999,38,38,"3,420",38.0,48,1.26,155,105,71.6,15,10,13,8,21.1,7,4,3,0,42.9,Matches
96,Jean-Louis Leca,fr FRA,GK,Lens,fr Ligue 1,35,1985,27,27,"2,313",25.7,33,1.28,100,66,70.0,10,8,9,5,18.5,4,3,1,0,25.0,Matches
97,Jeremías Ledesma,ar ARG,GK,Cádiz,es La Liga,28,1993,38,38,"3,420",38.0,51,1.34,170,117,76.5,8,15,15,13,34.2,13,11,2,0,15.4,Matches
98,Bernd Leno,de GER,GK,Arsenal,eng Premier League,29,1992,4,4,360,4.0,9,2.25,19,10,52.6,1,0,3,1,25.0,0,0,0,0,,Matches
99,Alexandre Letellier,fr FRA,GK,Paris S-G,fr Ligue 1,30,1990,1,0,8,0.1,0,0.00,0,0,,0,0,0,1,,0,0,0,0,,Matches
100,Luca Lezzerini,it ITA,GK,Venezia,it Serie A,26,1995,6,6,495,5.5,9,1.64,39,30,76.9,2,1,3,0,0.0,0,0,0,0,,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%,Matches
101,Andreas Linde,se SWE,GK,Greuther Fürth,de Bundesliga,28,1993,12,12,"1,080",12.0,24,2.00,62,39,62.9,1,5,6,3,25.0,1,1,0,0,0.0,Matches
102,Hugo Lloris,fr FRA,GK,Tottenham,eng Premier League,34,1986,38,38,"3,420",38.0,40,1.05,137,98,72.3,22,5,11,16,42.1,2,2,0,0,0.0,Matches
103,Anthony Lopes,pt POR,GK,Lyon,fr Ligue 1,30,1990,34,34,"2,982",33.1,45,1.36,148,105,71.6,14,11,9,8,23.5,4,3,1,0,25.0,Matches
104,Diego López,es ESP,GK,Espanyol,es La Liga,39,1981,36,36,"3,177",35.3,49,1.39,157,110,70.7,10,12,14,9,25.0,4,3,0,1,0.0,Matches
105,Pau López,es ESP,GK,Marseille,fr Ligue 1,26,1994,29,29,"2,610",29.0,31,1.07,86,55,68.6,15,6,8,10,34.5,4,4,0,0,0.0,Matches
106,Jonas Lössl,dk DEN,GK,Brentford,eng Premier League,32,1989,2,2,180,2.0,5,2.50,7,2,28.6,0,0,2,0,0.0,0,0,0,0,,Matches
107,Marcel Lotka,pl POL,GK,Hertha BSC,de Bundesliga,20,2001,10,9,885,9.8,20,2.03,49,29,65.3,2,1,6,2,22.2,3,3,0,0,0.0,Matches
108,Andriy Lunin,ua UKR,GK,Real Madrid,es La Liga,22,1999,2,2,180,2.0,2,1.00,9,6,88.9,0,1,1,0,0.0,2,1,1,0,50.0,Matches
109,Andrey Lunyov,ru RUS,GK,Leverkusen,de Bundesliga,29,1991,1,1,90,1.0,1,1.00,2,1,50.0,1,0,0,0,0.0,0,0,0,0,,Matches
110,Andreas Luthe,de GER,GK,Union Berlin,de Bundesliga,34,1987,27,27,"2,430",27.0,39,1.44,104,68,64.4,11,7,9,6,22.2,2,2,0,0,0.0,Matches
111,Niki Mäenpää,fi FIN,GK,Venezia,it Serie A,36,1985,17,16,"1,485",16.5,27,1.64,84,57,73.8,1,4,11,1,6.3,6,5,0,1,0.0,Matches
112,Mike Maignan,fr FRA,GK,Milan,it Serie A,26,1995,32,32,"2,880",32.0,21,0.66,101,81,81.2,22,7,3,17,53.1,2,2,0,0,0.0,Matches
113,Giorgi Mamardashvili,ge GEO,GK,Valencia,es La Liga,20,2000,18,18,"1,620",18.0,20,1.11,75,55,76.0,5,7,6,8,44.4,2,2,0,0,0.0,Matches
114,Steve Mandanda,fr FRA,GK,Marseille,fr Ligue 1,36,1985,9,9,810,9.0,7,0.78,26,20,73.1,6,2,1,5,55.6,0,0,0,0,,Matches
115,Anthony Mandrea,dz ALG,GK,Angers,fr Ligue 1,24,1996,10,10,900,10.0,14,1.40,44,31,68.2,3,3,4,2,20.0,0,0,0,0,,Matches
116,Davide Marfella,it ITA,GK,Napoli,it Serie A,21,1999,1,0,11,0.1,0,0.00,1,1,100.0,0,0,0,1,,0,0,0,0,,Matches
117,Emiliano Martínez,ar ARG,GK,Aston Villa,eng Premier League,28,1992,36,36,"3,240",36.0,48,1.33,140,93,68.6,13,6,17,11,30.6,6,4,1,1,20.0,Matches
118,Josep Martinez,es ESP,GK,RB Leipzig,de Bundesliga,23,1998,1,1,90,1.0,3,3.00,4,1,25.0,0,0,1,0,0.0,0,0,0,0,,Matches
119,Luís Maximiano,pt POR,GK,Granada,es La Liga,22,1999,35,35,"3,136",34.8,55,1.58,177,122,71.8,8,12,15,7,20.0,7,5,2,0,28.6,Matches
120,Alex McCarthy,eng ENG,GK,Southampton,eng Premier League,31,1989,17,17,"1,530",17.0,27,1.59,71,44,62.0,3,7,7,5,29.4,0,0,0,0,,Matches
121,Edouard Mendy,sn SEN,GK,Chelsea,eng Premier League,29,1992,34,34,"3,060",34.0,31,0.91,102,72,75.5,19,10,5,14,41.2,6,6,0,0,0.0,Matches
122,Alex Meret,it ITA,GK,Napoli,it Serie A,24,1997,7,7,619,6.9,6,0.87,29,23,79.3,5,1,1,2,28.6,0,0,0,0,,Matches
123,Illan Meslier,fr FRA,GK,Leeds United,eng Premier League,21,2000,38,38,"3,384",37.6,79,2.10,220,142,66.4,9,11,18,5,13.2,5,5,0,0,0.0,Matches
124,Vanja Milinković-Savić,rs SRB,GK,Torino,it Serie A,24,1997,27,27,"2,430",27.0,33,1.22,80,46,67.5,9,7,11,4,14.8,8,7,1,0,12.5,Matches
125,Lorenzo Montipò,it ITA,GK,Hellas Verona,it Serie A,25,1996,34,34,"3,060",34.0,50,1.47,137,88,65.0,13,10,11,4,11.8,3,2,1,0,33.3,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%,Matches
126,Jessy Moulin,fr FRA,GK,Troyes,fr Ligue 1,35,1986,7,7,630,7.0,8,1.14,24,16,75.0,1,3,3,1,14.3,2,2,0,0,0.0,Matches
127,Florian Müller,de GER,GK,Stuttgart,de Bundesliga,23,1997,30,30,"2,700",30.0,52,1.73,139,88,65.5,7,10,13,4,13.3,4,4,0,0,0.0,Matches
128,Juan Musso,ar ARG,GK,Atalanta,it Serie A,27,1994,33,33,"2,932",32.6,42,1.29,119,80,67.2,16,8,9,8,24.2,4,3,0,1,0.0,Matches
129,Paul Nardi,fr FRA,GK,Lorient,fr Ligue 1,27,1994,22,22,"1,980",22.0,38,1.73,91,56,62.6,3,8,11,4,18.2,5,4,0,1,0.0,Matches
130,Keylor Navas,cr CRC,GK,Paris S-G,fr Ligue 1,34,1986,21,21,"1,856",20.6,18,0.87,78,60,79.5,13,6,2,7,33.3,2,2,0,0,0.0,Matches
131,Neto,br BRA,GK,Barcelona,es La Liga,32,1989,3,3,270,3.0,4,1.33,14,10,71.4,2,1,0,0,0.0,0,0,0,0,,Matches
132,Manuel Neuer,de GER,GK,Bayern Munich,de Bundesliga,35,1986,28,28,"2,510",27.9,26,0.93,89,63,71.9,22,4,2,10,35.7,1,1,0,0,0.0,Matches
133,Alexander Nübel,de GER,GK,Monaco,fr Ligue 1,24,1996,38,38,"3,420",38.0,40,1.05,141,104,77.3,20,9,9,11,28.9,9,8,0,1,0.0,Matches
134,Jan Oblak,si SVN,GK,Atlético Madrid,es La Liga,28,1993,38,38,"3,420",38.0,43,1.13,106,65,66.0,21,8,9,12,31.6,8,7,1,0,12.5,Matches
135,Oier Olazábal,es ESP,GK,Espanyol,es La Liga,31,1989,2,1,135,1.5,1,0.67,9,8,100.0,0,0,1,1,100.0,1,1,0,0,0.0,Matches
136,Robin Olsen,se SWE,GK,Aston Villa,eng Premier League,31,1990,1,1,90,1.0,3,3.00,5,2,40.0,0,0,1,0,0.0,0,0,0,0,,Matches
137,Jonas Omlin,ch SUI,GK,Montpellier,fr Ligue 1,27,1994,29,29,"2,587",28.7,41,1.43,158,117,75.9,10,4,15,8,27.6,4,3,1,0,25.0,Matches
138,Stefan Ortega,de GER,GK,Arminia,de Bundesliga,28,1992,33,33,"2,970",33.0,53,1.61,176,125,73.9,4,13,16,6,18.2,7,7,0,0,0.0,Matches
139,David Ospina,co COL,GK,Napoli,it Serie A,32,1988,31,31,"2,790",31.0,25,0.81,106,82,77.4,19,6,6,13,41.9,1,1,0,0,0.0,Matches
140,Alexandre Oukidja,dz ALG,GK,Metz,fr Ligue 1,33,1988,21,21,"1,875",20.8,39,1.87,91,54,60.4,2,8,11,3,14.3,3,3,0,0,0.0,Matches
141,Jesús Owono,gq EQG,GK,Alavés,es La Liga,20,2001,1,1,90,1.0,1,1.00,4,3,75.0,0,1,0,0,0.0,0,0,0,0,,Matches
142,Fernando Pacheco,es ESP,GK,Alavés,es La Liga,29,1992,34,34,"3,053",33.9,60,1.77,148,85,62.8,8,5,21,5,14.7,8,5,3,0,37.5,Matches
143,Daniele Padelli,it ITA,GK,Udinese,it Serie A,35,1985,3,3,270,3.0,8,2.67,21,13,61.9,1,0,2,1,33.3,0,0,0,0,,Matches
144,Ivor Pandur,hr CRO,GK,Hellas Verona,it Serie A,21,2000,3,3,270,3.0,6,2.00,15,9,66.7,1,0,2,0,0.0,1,1,0,0,0.0,Matches
145,Rui Patrício,pt POR,GK,Roma,it Serie A,33,1988,38,38,"3,420",38.0,43,1.13,146,104,74.0,18,9,11,15,39.5,6,5,1,0,16.7,Matches
146,Gianluca Pegolo,it ITA,GK,Sassuolo,it Serie A,40,1981,1,1,90,1.0,3,3.00,5,2,40.0,0,0,1,0,0.0,0,0,0,0,,Matches
147,Philipp Pentke,de GER,GK,Hoffenheim,de Bundesliga,36,1985,1,1,90,1.0,3,3.00,7,4,57.1,1,0,0,0,0.0,0,0,0,0,,Matches
148,Juan Pérez,es ESP,GK,Osasuna,es La Liga,25,1996,2,2,180,2.0,3,1.50,4,2,25.0,0,1,1,0,0.0,0,0,0,0,,Matches
149,Mattia Perin,it ITA,GK,Juventus,it Serie A,28,1992,5,5,405,4.5,7,1.56,16,10,56.3,2,1,2,1,20.0,0,0,0,0,,Matches
150,Pavao Pervan,at AUT,GK,Wolfsburg,de Bundesliga,33,1987,6,6,540,6.0,14,2.33,38,25,65.8,1,0,5,1,16.7,1,1,0,0,0.0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%,Matches
151,Danijel Petković,me MNE,GK,Angers,fr Ligue 1,28,1993,15,15,"1,350",15.0,22,1.47,65,45,69.2,3,3,9,2,13.3,2,2,0,0,0.0,Matches
152,Jordan Pickford,eng ENG,GK,Everton,eng Premier League,27,1994,35,35,"3,150",35.0,58,1.66,170,116,66.5,10,6,19,7,20.0,1,1,0,0,0.0,Matches
153,Carlo Pinsoglio,it ITA,GK,Juventus,it Serie A,31,1990,1,0,45,0.5,1,2.00,2,1,100.0,0,0,0,0,,1,1,0,0,0.0,Matches
154,Julian Pollersbeck,de GER,GK,Lyon,fr Ligue 1,26,1994,6,4,436,4.8,6,1.24,25,19,92.0,3,0,1,1,25.0,4,4,0,0,0.0,Matches
155,Nick Pope,eng ENG,GK,Burnley,eng Premier League,29,1992,36,36,"3,240",36.0,47,1.31,165,119,74.5,7,14,15,9,25.0,5,5,0,0,0.0,Matches
156,Gaëtan Poussin,fr FRA,GK,Bordeaux,fr Ligue 1,22,1999,13,13,"1,170",13.0,29,2.23,61,32,55.7,3,5,5,2,15.4,4,2,2,0,50.0,Matches
157,Alejandro Primo,es ESP,GK,Levante,es La Liga,17,2004,1,1,90,1.0,1,1.00,2,1,50.0,1,0,0,0,0.0,0,0,0,0,,Matches
158,Ivan Provedel,it ITA,GK,Spezia,it Serie A,27,1994,31,31,"2,761",30.7,52,1.70,165,116,73.9,9,5,17,7,22.6,11,9,0,2,0.0,Matches
159,Ionuț Radu,ro ROU,GK,Inter,it Serie A,24,1997,1,1,90,1.0,2,2.00,3,1,33.3,0,0,1,0,0.0,0,0,0,0,,Matches
160,Boris Radunović,rs SRB,GK,Cagliari,it Serie A,25,1996,3,3,270,3.0,5,1.67,17,11,76.5,0,2,1,1,33.3,2,1,1,0,50.0,Matches
161,Predrag Rajković,rs SRB,GK,Reims,fr Ligue 1,25,1995,38,38,"3,420",38.0,44,1.16,161,116,75.8,11,13,14,11,28.9,7,5,1,1,16.7,Matches
162,Diant Ramaj,de GER,GK,Eint Frankfurt,de Bundesliga,19,2001,1,1,90,1.0,1,1.00,4,3,75.0,0,1,0,0,0.0,0,0,0,0,,Matches
163,Aaron Ramsdale,eng ENG,GK,Arsenal,eng Premier League,23,1998,34,34,"3,060",34.0,39,1.15,128,90,73.4,21,3,10,12,35.3,6,5,0,1,0.0,Matches
164,Nicola Ravaglia,it ITA,GK,Sampdoria,it Serie A,32,1988,1,0,5,0.1,1,18.00,1,0,100.0,0,0,0,0,,1,1,0,0,0.0,Matches
165,David Raya,es ESP,GK,Brentford,eng Premier League,25,1995,24,24,"2,160",24.0,27,1.13,103,76,77.7,10,5,9,8,33.3,4,4,0,0,0.0,Matches
166,Manolo Reina,es ESP,GK,Mallorca,es La Liga,36,1985,21,21,"1,890",21.0,26,1.24,75,49,68.0,6,9,6,8,38.1,3,2,1,0,33.3,Matches
167,Pepe Reina,es ESP,GK,Lazio,it Serie A,38,1982,15,15,"1,350",15.0,29,1.93,60,31,58.3,6,4,5,2,13.3,5,4,0,1,0.0,Matches
168,Álex Remiro,es ESP,GK,Real Sociedad,es La Liga,26,1995,35,35,"3,150",35.0,32,0.91,112,79,75.0,15,11,9,19,54.3,5,4,1,0,20.0,Matches
169,Sergio Rico,es ESP,GK,Mallorca,es La Liga,27,1993,14,14,"1,260",14.0,29,2.07,57,29,54.4,4,0,10,1,7.1,4,3,1,0,25.0,Matches
170,Sergio Rico,es ESP,GK,Paris S-G,fr Ligue 1,27,1993,1,0,23,0.3,1,3.91,3,2,66.7,0,0,0,0,,0,0,0,0,,Matches
171,Manuel Riemann,de GER,GK,Bochum,de Bundesliga,32,1988,31,31,"2,790",31.0,45,1.45,155,112,72.9,10,6,15,7,22.6,6,3,2,1,40.0,Matches
172,Leo Román,es ESP,GK,Mallorca,es La Liga,21,2000,2,2,180,2.0,5,2.50,14,10,71.4,0,0,2,0,0.0,1,1,0,0,0.0,Matches
173,Sergio Romero,ar ARG,GK,Venezia,it Serie A,34,1987,16,16,"1,440",16.0,33,2.06,105,74,74.3,3,4,9,3,18.8,6,6,0,0,0.0,Matches
174,Francesco Rossi,it ITA,GK,Atalanta,it Serie A,30,1991,1,0,37,0.4,1,2.43,2,1,50.0,0,0,0,0,,0,0,0,0,,Matches
175,John Ruddy,eng ENG,GK,Wolves,eng Premier League,34,1986,2,1,135,1.5,3,2.00,7,4,57.1,0,1,0,0,0.0,0,0,0,0,,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%,Matches
176,Gerónimo Rulli,ar ARG,GK,Villarreal,es La Liga,29,1992,32,32,"2,880",32.0,28,0.87,100,72,75.0,14,9,9,14,43.8,4,3,1,0,25.0,Matches
177,Mathew Ryan,au AUS,GK,Real Sociedad,es La Liga,29,1992,3,3,270,3.0,5,1.67,15,10,73.3,2,0,1,1,33.3,1,1,0,0,0.0,Matches
178,Frederik Rønnow,dk DEN,GK,Union Berlin,de Bundesliga,28,1992,7,7,630,7.0,5,0.71,18,14,72.2,5,2,0,2,28.6,0,0,0,0,,Matches
179,José Sá,pt POR,GK,Wolves,eng Premier League,28,1993,37,37,"3,285",36.5,40,1.10,160,121,80.6,15,5,17,11,29.7,10,9,0,1,0.0,Matches
180,Romain Salin,fr FRA,GK,Rennes,fr Ligue 1,37,1984,1,1,90,1.0,2,2.00,3,1,33.3,0,0,1,0,0.0,0,0,0,0,,Matches
181,Robert Sánchez,es ESP,GK,Brighton,eng Premier League,23,1997,37,37,"3,329",37.0,42,1.14,141,99,72.3,12,15,10,11,29.7,4,3,0,1,0.0,Matches
182,Giacomo Satalino,it ITA,GK,Sassuolo,it Serie A,22,1999,1,0,8,0.1,0,0.00,1,1,100.0,0,0,0,0,,0,0,0,0,,Matches
183,Kasper Schmeichel,dk DEN,GK,Leicester City,eng Premier League,34,1986,37,37,"3,330",37.0,58,1.57,187,128,72.7,13,10,14,7,18.9,9,7,2,0,22.2,Matches
184,Marvin Schwäbe,de GER,GK,Köln,de Bundesliga,26,1995,21,21,"1,890",21.0,28,1.33,98,70,71.4,10,4,7,3,14.3,1,0,1,0,100.0,Matches
185,Alexander Schwolow,de GER,GK,Hertha BSC,de Bundesliga,29,1992,25,25,"2,175",24.2,51,2.11,123,72,62.6,7,5,13,4,16.0,5,5,0,0,0.0,Matches
186,Matz Sels,be BEL,GK,Strasbourg,fr Ligue 1,29,1992,37,37,"3,330",37.0,43,1.16,130,88,70.0,16,12,9,13,35.1,4,4,0,0,0.0,Matches
187,Adrian Šemper,hr CRO,GK,Genoa,it Serie A,23,1998,1,1,90,1.0,1,1.00,4,3,75.0,0,0,1,0,0.0,0,0,0,0,,Matches
188,Luigi Sepe,it ITA,GK,Salernitana,it Serie A,30,1991,16,16,"1,392",15.5,24,1.55,78,54,73.1,4,8,4,1,6.3,3,3,0,0,0.0,Matches
189,Rui Silva,pt POR,GK,Betis,es La Liga,27,1994,22,21,"1,964",21.8,21,0.96,76,55,75.0,11,4,6,8,38.1,2,2,0,0,0.0,Matches
190,Marco Silvestri,it ITA,GK,Udinese,it Serie A,30,1991,35,35,"3,150",35.0,50,1.43,141,92,68.1,10,14,11,7,20.0,7,5,0,2,0.0,Matches
191,Unai Simón,es ESP,GK,Athletic Club,es La Liga,24,1997,34,34,"3,060",34.0,31,0.91,111,81,74.8,13,11,10,12,35.3,3,3,0,0,0.0,Matches
192,Tobias Sippel,de GER,GK,Gladbach,de Bundesliga,33,1988,1,1,90,1.0,1,1.00,3,2,66.7,0,1,0,0,0.0,0,0,0,0,,Matches
193,Salvatore Sirigu,it ITA,GK,Genoa,it Serie A,34,1987,37,37,"3,330",37.0,59,1.59,180,122,69.4,4,16,17,10,27.0,5,4,1,0,20.0,Matches
194,Antonio Sivera,es ESP,GK,Alavés,es La Liga,24,1996,4,3,277,3.1,4,1.30,16,12,81.3,0,1,2,1,33.3,1,1,0,0,0.0,Matches
195,Łukasz Skorupski,pl POL,GK,Bologna,it Serie A,30,1991,36,36,"3,240",36.0,53,1.47,174,122,74.1,11,9,16,12,33.3,9,8,1,0,11.1,Matches
196,Yann Sommer,ch SUI,GK,Gladbach,de Bundesliga,32,1988,33,33,"2,970",33.0,60,1.82,182,120,68.7,12,8,13,5,15.2,5,3,2,0,40.0,Matches
197,David Soria,es ESP,GK,Getafe,es La Liga,28,1993,38,38,"3,414",37.9,41,1.08,132,91,70.5,8,15,15,13,34.2,4,2,1,1,33.3,Matches
198,Marco Sportiello,it ITA,GK,Atalanta,it Serie A,29,1992,5,5,450,5.0,5,1.00,18,13,83.3,0,3,2,2,40.0,2,2,0,0,0.0,Matches
199,Jason Steele,eng ENG,GK,Brighton,eng Premier League,30,1990,1,1,90,1.0,2,2.00,5,3,60.0,0,0,1,0,0.0,0,0,0,0,,Matches
200,Jed Steer,eng ENG,GK,Aston Villa,eng Premier League,28,1992,1,1,90,1.0,3,3.00,4,1,25.0,0,0,1,0,0.0,0,0,0,0,,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%,Matches
201,Zack Steffen,us USA,GK,Manchester City,eng Premier League,26,1995,1,1,90,1.0,0,0.00,2,2,100.0,1,0,0,1,100.0,0,0,0,0,,Matches
